intent,examples,
feedback_negative,You keep repeating the same thing.
feedback_negative,That's incorrect information.
feedback_negative,I want to report a mistake.
feedback_negative,Your answer is incomplete.
feedback_negative,That doesn't answer my question at all.
feedback_negative,You're not making sense.
feedback_negative,Can you give a more detailed response?
feedback_negative,Your response was irrelevant.
feedback_negative,You're missing key details.
feedback_negative,That's a bad explanation.
feedback_negative,I don't trust your response.
feedback_negative,Your answer is too short.
feedback_negative,That was a generic response.
feedback_negative,You need to be more precise.
feedback_negative,I'm not satisfied with that answer.
feedback_negative,That was disappointing.
feedback_negative,That was a robotic answer.
feedback_negative,I expected a better explanation.
feedback_negative,You need to improve your accuracy.
feedback_negative,This is frustrating.
feedback_negative,That was misleading.
feedback_negative,You're giving me the wrong information.
feedback_negative,I was looking for something else.
feedback_negative,Your response was off-topic.
feedback_negative,That was a lazy answer.
feedback_negative,Your responses lack depth.
feedback_negative,This is why people don't trust AI.
feedback_negative,You need to work on your responses.
feedback_negative,That was a poor response.
feedback_negative,Your answer contradicts what I read.
feedback_negative,That was too generic.
feedback_negative,You're repeating yourself too much.
feedback_negative,That was not the best explanation.
feedback_negative,You should provide more sources.
feedback_negative,You're not being specific enough.
feedback_negative,That explanation was unclear.
feedback_negative,I still don’t understand.
feedback_negative,Can you be more detailed?
feedback_negative,Your logic doesn't add up.
feedback_negative,You completely missed the point.
feedback_negative,Your response was too basic.
feedback_negative,That's not a helpful response.
feedback_negative,Your answer feels automated.
feedback_negative,That’s not what I asked for.
feedback_negative,You didn’t give me any new information.
feedback_negative,Try again that wasn’t helpful.
feedback_negative,That response was useless.
feedback_negative,This bot needs improvement.
feedback_negative,That didn’t answer my question at all.
feedback_negative,Your explanation was way off.
feedback_negative,That was a terrible suggestion.
feedback_negative,Can you stop repeating yourself?
non_birds,What do rabbits eat?
non_birds,How do dogs communicate with humans?
non_birds,What is the lifespan of a cat?
non_birds,How does photosynthesis work in plants?
non_birds,Tell me about the history of the Roman Empire.
non_birds,Who is the president of the United States?
non_birds,What are the benefits of meditation?
non_birds,How do electric cars work?
non_birds,What are the side effects of too much caffeine?
non_birds,What is the largest planet in the solar system?
non_birds,How does artificial intelligence work?
non_birds,What is cryptocurrency and how does it work?
non_birds,How do whales communicate underwater?
non_birds,What is quantum physics in simple terms?
non_birds,Can you explain the theory of relativity?
non_birds,How do I start investing in stocks?
non_birds,What are some healthy meal options?
non_birds,How do I train my dog to sit?
non_birds,What is climate change and how does it affect the planet?
non_birds,How does the human brain process emotions?
non_birds,What are the symptoms of common cold?
non_birds,How does WiFi work?
non_birds,What is the history behind Halloween?
non_birds,How do bees make honey?
non_birds,What are the major world religions?
non_birds,How does a rocket launch into space?
non_birds,What are the different types of clouds?
non_birds,Who wrote the book "1984"?
non_birds,What is the capital city of Japan?
non_birds,How do plants absorb nutrients?
non_birds,How does the stock market work?
non_birds,What is the best way to learn a new language?
non_birds,How does a refrigerator keep food cold?
non_birds,What are the benefits of drinking green tea?
non_birds,What is the fastest land animal?
non_birds,How do volcanoes erupt?
non_birds,How does a compass work?
non_birds,What are some common programming languages?
non_birds,How do airplanes stay in the air?
non_birds,What is a black hole?
non_birds,How does a 3D printer work?
non_birds,What are the symptoms of depression?
non_birds,What is the difference between a crocodile and an alligator?
non_birds,How do people celebrate Christmas in different countries?
non_birds,What are the different types of musical instruments?
non_birds,How does a car engine work?
non_birds,How do jellyfish sting their prey?
non_birds,What is renewable energy?
non_birds,How do humans perceive colors?
non_birds,What are the major world oceans?
non_birds,How do magnets work?
non_birds,What are some historical wonders of the world?
non_birds,How does a microwave heat food?
non_birds,What is the process of making chocolate?
non_birds,What is the role of DNA in genetics?
non_birds,How do fish breathe underwater?
non_birds,What are the basic human rights?
non_birds,How does the immune system fight viruses?
non_birds,What is the significance of the moon landing?
non_birds,How do submarines operate underwater?
non_birds,What is the history of space exploration?
non_birds,How do earthquakes happen?
non_birds,What are some major scientific discoveries?
non_birds,How does a GPS system work?
non_birds,What are the best ways to reduce stress?
non_birds,How do vaccines work?
non_birds,What is the history of the Olympic Games?
non_birds,How do ants communicate?
non_birds,What is the purpose of the United Nations?
non_birds,How does a piano produce sound?
non_birds,How do people train for marathons?
non_birds,What are the fundamental laws of physics?
non_birds,What is the role of mitochondria in cells?
non_birds,How does Bluetooth technology function?
non_birds,What is the difference between asteroids and comets?
non_birds,How do stars form in space?
non_birds,What is the origin of the internet?
non_birds,How do plants survive in the desert?
non_birds,What are the different types of energy sources?
non_birds,How do scientists measure time in space?
non_birds,What are the effects of global warming?
non_birds,How does the digestive system process food?
non_birds,What is the purpose of the human appendix?
non_birds,How do caterpillars transform into butterflies?
non_birds,What are some famous archaeological discoveries?
non_birds,How do electric circuits work?
non_birds,What are the different types of bridges?
non_birds,How does the water cycle work?
non_birds,What is the history of the Great Wall of China?
non_birds,How does the nervous system function?
non_birds,What are some common cooking techniques?
non_birds,How do plants produce oxygen?
non_birds,What are the effects of space travel on the human body?
non_birds,How does a telescope magnify objects?
non_birds,What are the different types of musical genres?
non_birds,How do scientists classify animals?
non_birds,What are some major philosophical theories?
non_birds,How does an electric guitar work?
non_birds,What is the science behind baking bread?
non_birds,How do forensic scientists solve crimes?
non_birds,What is the role of the Supreme Court?
greet_good_night,Good night!
greet_good_night,Night!
greet_good_night,Sleep well!
greet_good_night,See you tomorrow!
greet_good_night,AI good night!
greet_good_night,Good night chatbot!
greet_good_night,AI I'm off to bed.
greet_good_night,AI say something before I sleep.
greet_good_night,Tell me a bedtime bird story!
greet_good_night,AI wish me goodnight!
greet_good_night,I'm going to sleep AI!
greet_good_night,What's a relaxing bird sound?
greet_good_night,AI any nighttime bird songs?
greet_good_night,Good night see you tomorrow!
greet_good_night,AI can I hear a calming bird fact?
greet_good_night,Sleepy time AI!
greet_good_night,AI any facts about night birds?
greet_good_night,Good night AI. You're awesome!
greet_good_night,I need a relaxing bird sound to sleep.
greet_good_night,AI tell me about owls before bed.
greet_good_night,AI I'll chat with you tomorrow!
greet_good_night,Can you play a night bird sound?
greet_good_night,AI tell me about a night bird!
greet_good_night,AI wish me goodnight!
greet_good_night,AI talk to you in the morning!
greet_good_night,Have a peaceful night AI.
greet_good_night,What birds are active at night?
greet_good_night,AI tell me a story about owls.
greet_good_night,AI do birds sleep at night?
greet_good_night,Good night and thanks for the chat!
greet_good_night,Tell me a fun bird fact before I sleep.
greet_good_night,What bird sounds are soothing?
greet_good_night,AI any night sky facts?
greet_good_night,Let’s wrap up the day AI!
greet_good_night,AI say something relaxing.
greet_good_night,Can you play an owl hoot sound?
greet_good_night,AI do birds dream?
greet_good_night,What’s the best nighttime bird?
greet_good_night,AI tell me something interesting before bed.
greet_formal,Good day to you.
greet_formal,Greetings!
greet_formal,It is a pleasure to meet you.
greet_formal,How do you do?
greet_formal,Wishing you a wonderful day.
greet_formal,Good day assistant.
greet_formal,How may I assist you today?
greet_formal,Greetings chatbot.
greet_formal,I hope you are having a pleasant day.
greet_formal,Good day! How can I be of service?
greet_formal,Nice to meet you.
greet_formal,Hello good to see you.
greet_formal,Hope you're doing well today.
greet_formal,I wish you a great day.
greet_formal,It is good to be here.
greet_formal,A warm greeting to you.
greet_formal,I extend my greetings to you.
greet_formal,Hello chatbot how do you do?
greet_formal,Wishing you a productive day.
greet_formal,May your day be excellent.
greet_formal,I look forward to our conversation.
greet_formal,I am happy to interact with you.
greet_formal,Greetings and best wishes.
greet_formal,I appreciate this opportunity to chat.
greet_formal,It is a pleasure engaging with you.
greet_formal,Hope you're having a fantastic day.
greet_formal,What a wonderful day to converse!
greet_formal,Always a pleasure to talk with you.
greet_formal,I extend my warm regards to you.
greet_welcome,Welcome!
greet_welcome,Glad to have you here!
greet_welcome,It's great to see you.
greet_welcome,Welcome back!
greet_welcome,Happy to see you again.
greet_welcome,Welcome aboard!
greet_welcome,Hope you enjoy your time here.
greet_welcome,A warm welcome to you!
greet_welcome,Welcome to FeatherFind!
greet_welcome,Thanks for joining us today!
greet_welcome,Happy to assist you!
greet_welcome,Welcome to our chatbot service!
greet_welcome,How can I help you today?
greet_welcome,Enjoy your stay!
greet_welcome,Welcome! What can I do for you?
greet_welcome,Great to have you here.
greet_welcome,I'm here to help—welcome!
greet_welcome,Welcome feel free to ask anything!
greet_welcome,We're happy to have you here!
greet_welcome,Welcome! Looking forward to our chat.
greet_welcome,I hope you have a great experience!
greet_welcome,Welcome let's explore bird knowledge together!
greet_welcome,Welcome! Let's talk about birds.
greet_welcome,Thank you for stopping by!
greet_welcome,Welcome enjoy learning about birds!
